Index,Texte précédent,Mot,Texte suivant
309,"de sécurité Autour du chef de l’ État , on tente donc de se persuader que l’ avenir de la",réforme,"va davantage se jouer Palais Bourbon que dans les cortèges . N’ en déplaise à Philippe Martinez , qui a"
310,et syndicaux ont respecté leurs traditionnelles distances de sécurité . « Nous utiliserons tous les moyens possibles pour que cette,réforme,"ne passe pas » , a ainsi prévenu le député LFI de la Somme , François Ruffin . « On"
311,"du projet de loi sur les retraites , l’ exécutif ne sera pas le premier à mener à bien une",réforme,"impopulaire . 10 octobre 1995 , Paris . Dans les rues de la capitale , la foule vient pour la"
312,alors ne s’ est pas risqué à faire . À tort ou à raison . En plein débat sur la,réforme,"des retraites , c’ est en tout cas l’ argument qui s’ installe dans les rangs des oppositions . En"
313,"décide d’ aller jusqu’ au bout , l’ exécutif ne sera pourtant pas le premier à mener à bien une",réforme,"impopulaire . En 2003 déjà , la loi Fillon sur les retraites est adoptée malgré la contestation . En 2010"
314,"2003 déjà , la loi Fillon sur les retraites est adoptée malgré la contestation . En 2010 aussi , la",réforme,défendue par Éric Woerth passe outre les mouvements sociaux engendrés . « C’ est le cas typique d’ une réforme
315,réforme défendue par Éric Woerth passe outre les mouvements sociaux engendrés . « C’ est le cas typique d’ une,réforme,"faite en cohérence avec sa base . Ça peut diviser , créer du débat et même des grèves , mais"
316,"de plus loin Pierre-Hadrien Bartoli , directeur des études politiques chez Harris Il en est de même pour la grande",réforme,"des universités , portée par Jacques Chirac en 1986 . Face à la grogne des mouvements lycéens et étudiants ,"
317,question se pose donc de savoir de quel côté il se situe . Le président - candidat a porté la,réforme,"des retraites dès sa campagne de réélection , et l’ opinion publique s’ attend même majoritairement à ce que le"
318,"principe même d' une retraite étatiste , jacobine , obligatoire et collectiviste devrait être remis en cause . Avant toute",réforme,", il faut se demander s' il faut réellement « sauver le système de répartition » . Certes , un"
319,Elle a clairement expliqué aux téléspectateurs français que notre système actuel devra exploser dans les prochaines années si une profonde,réforme,"( celle qu' elle propose ) n' est pas adoptée . Elle a raison , et elle a tort ."
320,": on cotise plus longtemps , et on est pensionné plus tard . Elle a tort quand elle présente une",réforme,"qui prétend précisément « sauver le système par répartition » dont elle vient d' affirmer qu' il est explosif ,"
321,"puis généralisés ( PEE , Perp , Perc , Pere , Perco ) . On peut remarquer ensuite que la",réforme,"par capitalisation a été mise en place dans la plupart des pays libres , il est vrai selon des modalités"
322,", la responsabilité , la propriété et la dignité de l' être humain . « Dans les pays où la",réforme,"par capitalisation a été mise en place , le niveau des retraites s' est révélé plus que du double de"
323,"résumait bien , en quelques mots empreints d' une colère froide , le sentiment de nombreux manifestants opposés à la",réforme,"des retraites . Ce syndicaliste arborant une chasuble Solidaires rose battait le pavé aux côtés de sa collègue , Patricia"
324,"services à la personne ou les étudiants , tous les profils étaient représentés , voulaient croire les opposants à la",réforme,"des retraites . La mobilisation « est multiforme dans sa géographie , dans sa sociologie , dans ses professions »"
325,"politique d' Emmanuel Macron , favorisé par le contexte économique et social tendu , qui inquiète les ménages . La",réforme,"des retraites est , en cela , un catalyseur des préoccupations , un « équivalent revendicatif général » , constate"
326,"accès aux soins et de la fermeture de classes » , explique Louis Margueritte . « La mobilisation contre la",réforme,"devient un prétexte pour exprimer des angoisses qui n' ont , au fond , rien à voir avec le texte"
327,", se trouvait Antoine Loguillard , enseignant d' histoire - géographie depuis 1992 . Celui qui a manifesté contre la",réforme,"des retraites en 2003 et en 2010 affirme : « Ce qui me frappe , c' est que contrairement aux"
328,mesure d' âge . Je n' ai jamais contesté la nécessité de travailler plus ni même la nécessité d' une,réforme,des retraites . Ce que je dis n' a pas varié : pour qu' une réforme soit acceptée des Français
329,la nécessité d' une réforme des retraites . Ce que je dis n' a pas varié : pour qu' une,réforme,"soit acceptée des Français , il faut qu' elle soit juste . Qui peut justifier qu' une réforme est juste"
330,"qu' une réforme soit acceptée des Français , il faut qu' elle soit juste . Qui peut justifier qu' une",réforme,"est juste si celui qui a commencé à 17 ou 18 ans doit cotiser 44 ans , alors que celui"
331,"ceux qui ont commencé à travailler avant 21 ans de pouvoir partir avec 43 annuités , alors je voterai la",réforme,". Dans le JDD , la première ministre indiquait que votre demande coûterait une dizaine de milliards . Vous refusez"
332,"motion de censure s' il y a un 49.3 ? S' il y a 49.3 , c' est que la",réforme,aura déjà échoué .
333,y a des absences qui interpellent . Celle de Laurent Wauquiez ne passe pas inaperçue à droite alors que la,réforme,"des retraites , souhaitée par Les Républicains , divise sa famille politique et les Français . « Parmi les députés"
334,"souhaitée par Les Républicains , divise sa famille politique et les Français . « Parmi les députés hostiles à la",réforme,", je vois que certains sont des soutiens de Laurent Wauquiez » , sourit Aurélien Pradié . L' ancien patron"
335,de faire des économies . » Même tonalité pour l' autre député de Haute-Loire Jean- Pierre Vigier : « La,réforme,"des retraites , pour moi , c' est clair net et précis , en l' état , c' est non"
336,"clair net et précis , en l' état , c' est non ! » Dans leur refus de voter cette",réforme,", tous les élus wauquiezistes se justifient en dénonçant un projet de loi bien insuffisant , selon eux , pour"
337,la nécessité de « remettre la valeur travail au coeur de la société » . « Je suis pour une,réforme,"des retraites mais pas celle-ci qui est une ânerie . Je voterai contre sans hésitation » , développe Jean-Pierre Taite"
338,"» , et notamment la question du temps de travail . « La France qui travaille n' accepte pas cette",réforme,"des retraites , appuie Fabien Di Filippo , clairement opposé au projet de loi du gouvernement . Elle nous dit"
339,qui alertait dès 2011 sur « le cancer de l' assistanat » . « Passer entre les gouttes d' une,réforme,"impopulaire » Pour autant , même s' il la juge imparfaite , Laurent Wauquiez estime qu' il faut voter cette"
340,"impopulaire » Pour autant , même s' il la juge imparfaite , Laurent Wauquiez estime qu' il faut voter cette",réforme,". Le 20 janvier , lors de ses voeux à la presse en Auvergne - Rhône - Alpes , celui"
341,celui qui désormais ne veut plus tomber dans le commentaire de la vie politique a eu quelques mots sur la,réforme,des retraites . « Cette réforme n' est pas celle que j' aurais faite et elle a des lacunes »
342,tomber dans le commentaire de la vie politique a eu quelques mots sur la réforme des retraites . « Cette,réforme,"n' est pas celle que j' aurais faite et elle a des lacunes » , avait -il énoncé . Mais"
343,a un principe de responsabilité » et « ce principe de responsabilité consiste à ne pas s' opposer à cette,réforme,"» , avait -il poursuivi , conscient que tous les pays européens ont fixé un âge de départ légal à"
344,ex-ministre de se contenter du « service minimum » . « Wauquiez veille à passer entre les gouttes d' une,réforme,"impopulaire » , s' offusque un ténor LR . D' autres sont même convaincus que le président de région jouerait"
345,ses amis pour leur rappeler la portée politique et la dimension symbolique de leur vote : une opposition à la,réforme,"des retraites , même imparfaite , affaiblirait nécessairement la crédibilité de la droite . Sera -t -il entendu ? Laurent"
346,l' Hémicycle que ce sont les « classes moyennes et populaires qui paient le prix fort de ( cette ),réforme,"comptable » , il a voté pour la motion de rejet des Insoumis . « Sois plus présent dans les"
347,"qu’ il ne peut plus renverser le cours de la bataille de l’ opinion . Impopulaire et rejetée , la",réforme,"des retraites le restera . Les ministres n’ ont que des très petits atouts dans leur manche , mais ils"
348,L’ argument a même eu un effet boomerang . Il y eut donc un premier correctif : assumer que la,réforme,"n’ avait d’ autre but que d’ assurer l’ équilibre du régime par répartition . Étape nécessaire , mais encore"
349,. Significatif renversement des priorités politiques . Mais cela conduit aussi le gouvernement à adapter son discours . « La,réforme,", c’ est pour ne pas mettre en danger le paiement de vos pensions » , explique par exemple désormais"
350,"Pour la cinquième fois ce jeudi 16 février , les organisations syndicales appellent à poursuivre le mouvement social contre la",réforme,des retraites . Tandis que l' examen des quelque 16.000 amendements restants continue toute la semaine à l' Assemblée nationale
351,11 % des employés de la fonction publique ne s' étaient pas présenté à leur poste en opposition à la,réforme,"le 7 février . Éducation , énergie , industrie Dans les secteurs de l' éducation , de l' énergie et"
352,éducation . « Il était impensable pour les syndicats de ne pas se mobiliser alors que le texte de la,réforme,"des retraites est débattu à l' Assemblée nationale » explique Yvan Ricordeau , secrétaire national de la CFDT . L'"
353,"se soustraire . Devenons des eaux dormantes que rien ne peut réveiller Sur cet état d' esprit frileux , la",réforme,des retraites tombe comme une douche glacée . Elle serait mieux passée si le président ne l' avait lui-même désavouée
354,"en réunissant le bureau politique des Républicains , Éric Ciotti avait l' intention de dégager une position commune sur la",réforme,des retraites qu' il a toujours clairement appelé à voter . Manière d' apaiser des divisions de plus en plus
355,"à la cohésion de notre famille » . Pour y parvenir , Éric Ciotti avait préparé une motion sur la",réforme,"des retraites . « C' est donc en parfaite cohérence avec notre histoire , forts de nos convictions et de"
356,", et parce que nous portons la responsabilité d' incarner l' alternance à droite , que nous souhaitons soutenir une",réforme,du système de retraite portant à terme l' âge l' égal de départ à 64 ans et le nombre d'
357,"proche d' Aurélien Pradié , ont insisté sur « la liberté de vote sacrée » du parlementaire , sur la",réforme,"des retraites comme sur l' ensemble des textes débattus au Parlement , le patron de LR « a recadré »"
358,"Sur les 73 présents au moment du vote , 64 se sont prononcés pour ce texte de soutien à la",réforme,"des retraites , 9 ont décidé de s' abstenir . Si Aurélien Pradié , opposé au principe même de la"
359,"secrétaire général . Un message à l' attention d' Aurélien Pradié , fer de lance de l' opposition à la",réforme,"des retraites . « Il faut arrêter les caricatures , personne à cette table n' a prôné la retraite à"
360,"à 43 ans de cotisation , cela devient plus juste et crée les conditions d' une acceptabilité importante de la",réforme,". » « C' est une avancée substantielle correspondant à un point majeur que nous soulevions , salue à son"
361,"un point majeur que nous soulevions , salue à son tour la secrétaire générale de LR Annie Genevard . Cette",réforme,doit être productive sur le plan budgétaire mais aussi juste et progressive . » Annonces en cascade « Et nos
362,"» , affirme le député du Lot . « Je ne vois pas comment Pradié pourrait refuser de voter la",réforme,"» , appuye un député LR . « Si nous obtenons des avancées , une majorité des LR votera ce"
363,. Une chose est sûre : cette activité est dispensée dans le cadre d' un blocus universitaire organisé contre la,réforme,"des retraites . Voté en assemblée générale la semaine passée , il est mis à exécution depuis 6h30 ce mercredi"
364,élan pour frapper plus fort . S' il se tient officiellement à distance des débats autour de son projet de,réforme,"des retraites , Emmanuel Macron ne se désintéresse pas pour autant de l' examen du texte à l' Assemblée nationale"
365,"Nupes dans son ensemble , dont les milliers d' amendements rendent incertain l' examen de l' article 7 de la",réforme,", portant sur le report de l' âge légal . Sans oublier le Rassemblement national , qui a annoncé dans"
366,"de censure , par la voix de Marine Le Pen . « Ceux qui ont défendu et fait voter la",réforme,Touraine la dénoncent désormais ( ... ) . La gauche nous demande depuis des semaines d' en faire plus sur
367,", une abstention . Avec un objectif : ne pas braquer le gouvernement , avec lequel un accord sur la",réforme,"a été scellé , sur la base d' intérêts communs . Mais une très large majorité des parlementaires du groupe"
368,"fixée vendredi soir , Les Républicains restent très divisés . Si la gauche retire ses amendements et que toute la",réforme,"est soumise au vote , près d' une dizaine d' élus LR pourraient s' abstenir . Et autant sont susceptibles"
369,"à l' image du député de la Loire Jean-Pierre Taite , proche de Laurent Wauquiez . « Il faut une",réforme,"mais pas celle-ci . Plutôt que d' allonger la durée du temps de travail , augmentons le temps de travail"
370,"avoir changé leur vote , pour protester contre les remontrances de Bruno Retailleau , qui a appelé à soutenir la",réforme,comme un seul homme dans Le Journal du dimanche . « Il faut avoir de la constance et du courage
371,en rappelant le vote « très clair » du bureau politique et le soutien des élus LR présents à la,réforme,"des retraites . Dans le camp présidentiel , plusieurs responsables s' agacent de voir Les Républicains souffler le chaud et"
372,"qu' on soit vigilant sur le maintien des équilibres financiers , ce n' est pas la peine de faire une",réforme,", si au bout du bout on n' arrive pas à équilibrer » , a prévenu mercredi le chef de"
373,ce que pourrait se dire un observateur de nos débats récurrents autour de la retraite . Non pas que la,réforme,proposée par le gouvernement soit exempte de toute critique . Ayant défendu le changement systémique inspiré des Scandinaves ( la
374,"débat à l' Assemblée nationale . Mais enfin , tout de même , la nature des échanges autour de cette",réforme,a de quoi inquiéter . Nous semblons ne plus croire vraiment aux valeurs qui ont fondé utilement l' incroyable accumulation
375,de notre modèle dans l' un des pays les plus égalitaires du monde . Ce qui se joue dans la,réforme,"des retraites , c' est cela : développer le travail pour défendre notre société de bien-être ou étouffer notre modèle"
376,"à retirer plusieurs milliers d' amendements , ce qui aurait pour conséquence directe de considérablement accélérer les discussions sur la",réforme,"des retraites et de permettre certains votes . Ce , à seulement un jour de la fin des débats au"
377,", les communistes avaient annoncé le retrait de tous leurs amendements précédant l' article 7 , point central de la",réforme,qui concerne le report de l' âge légal de la retraite à 64 ans . Une démarche qu' avaient déjà
378,"poursuivaient dans l' Hémicycle , un certain nombre d' entre eux se sont joints à la mobilisation syndicale contre la",réforme,"des retraites qui avait lieu à Paris , jeudi après-midi . Le leader Insoumis , Jean-Luc Mélenchon , s' est"
379,Les expéditions de carburants sont toujours bloquées à la sortie de toutes les raffineries de France en opposition à la,réforme,"des retraites . Déjà 6 % des stations - service manquent d' au moins un carburant , deux jours à"
380,"au moins un carburant , deux jours à peine après les premiers blocages dans les raffineries en opposition à la",réforme,"des retraites . Pas de quoi s' inquiéter , selon un représentant du secteur , qui estime que le spectre"
381,"battait en octobre pour obtenir une augmentation de salaire , tandis qu' il s' agit cette fois de combattre une",réforme,"des retraites . « La motivation n' est pas la même , pas sûr que toutes les raffineries se mettent"
382,« valeur travail » inlassablement érigée par Les Républicains comme préoccupation cardinale s' est enlisée dans la complexité de la,réforme,des retraites . C' est pour cela que Paul Rannard en veut aux Républicains . S' il avait face à
383,Les débats parlementaires ont révélé des divergences chez LR . Les ténors du parti ont tracé une ligne épousant la,réforme,", mais des courants internes sont venus la contester . Ce brouillard a fait naître une inquiétude face au risque"
384,de laisser à Emmanuel Macron le privilège d' apparaître comme le plus libéral sur ce sujet ? Et si la,réforme,"franchit l' obstacle de la rue , le président de la République ne sera -t -il pas le seul à"
385,le faire . Mais la droite cherche le bon chemin pour adapter son logiciel . Les LR reconnaissent que la,réforme,"des retraites bouscule un pilier idéologique et qu' il est urgent de se mettre au boulot sur le travail ,"
386,professionnelle se multiplient . Mais ils restent encore trop peu utilisés dans les entreprises . À l' heure où la,réforme,"des retraites veut faire travailler les Français plus longtemps , celles-ci vont devoir mettre les bouchées doubles sur la prise"
387,"ce dernier , qui a évoqué avec la première ministre les priorités de son groupe - cohérence globale de la",réforme,", situation des seniors et des femmes - lors de l' examen du texte . Interrogé sur France Inter jeudi"
388,"la table » , a -t -il ajouté . Pour autant , si la majorité sénatoriale est favorable à la",réforme,"des retraites , Gérard Larcher et Bruno Retailleau entendent rappeler la nécessité de veiller aux équilibres financiers . « C'"
389,"social » , rappelle Bruno Retailleau . « Nous allons nous assurer qu' il ne s' agit pas d' une",réforme,"pour rien , et que l' on ne se retrouvera pas en déficit en 2030 » , poursuit le président"
390,politique familiale et des mères de famille ( lire ci-dessous ) . « Il n' est pas question que la,réforme,"se fasse sur leur dos , avance Bruno Retailleau . Elles ont permis de consolider notre modèle , et là"
391,salariés - ni au système de bonus - malus pour les entreprises . Malgré leur opinion très défavorable sur cette,réforme,"et leur farouche opposition , les différents groupes de gauche du Sénat attendent eux aussi de retravailler le projet de"
392,est pas dans notre culture . Nous serons à l' offensive pour marquer notre opposition sur le fond de cette,réforme,"» , prévient Éliane Assassi . Le patron du groupe écologiste , Guillaume Gontard , plaide lui aussi pour un"
393,"Le parcours laborieux de la supposée « mère des batailles » , c' est - à - dire la",réforme,"des retraites , fait des vainqueurs inattendus . Le premier est un revenant : le Sénat , transcendé par l'"
394,"par l' exécutif révèlent la complexité , l' illisibilité , et donc l' inéquité du système , avant et après",réforme,. Le micmac sur les carrières longues illustre cette confusion . Derrière l' objectif d' un report de l' âge
395,"déjà pour l' Agirc - Arrco , qui verse aujourd'hui un quart des pensions . La version 2023 de la",réforme,", nécessaire , rectifie le système mais ne le transforme pas . On continue à poser des « rustines »"
396,s' agit de la capitalisation . Une option que le gouvernement n' a pas explorée . L' incipit de sa,réforme,"est au contraire de défendre la survie de la répartition , « trésor national » . La mécanique démographique est"
397,"tout juste à l' allongement de l' espérance de vie , y compris en bonne santé , constaté depuis la",réforme,"Woerth de 2010 » , constataient Gilbert Cette et Élie Cohen dans Telos . L' évolution du nombre d' actifs"
398,"2,1 % des prestations en 2021 ( 7,6 milliards d' euros sur 338 milliards ) . L' état anxiogène de",réforme,"des retraites permanente depuis trente ans a déjà posé les bases d' une prochaine réforme , radicale cette fois ."
399,. L' état anxiogène de réforme des retraites permanente depuis trente ans a déjà posé les bases d' une prochaine,réforme,", radicale cette fois ."
400,"» , c’ est la motivation que le gouvernement ne cesse de mettre en avant pour défendre sa très décriée",réforme,"des retraites . Depuis de nombreuses semaines , les membres de l’ exécutif se relaient jour après jour pour rappeler"
401,les membres de l’ exécutif se relaient jour après jour pour rappeler le bien-fondé de leur projet . Et cette,réforme,"est « indispensable » pour financer le système , a encore martelé dimanche sur Europe 1 , Aurore Bergé ,"
402,"système de financement des retraites atteindrait 13,5 milliards d’ euros à l’ horizon 2030 . L’ objectif affiché de la",réforme,"est de combler ce trou . Et , pour y parvenir , le gouvernement compte sur le report de deux"
403,"cordons de la bourse . Et à force de multiplier les concessions coûteuses , il pourrait se retrouver avec une",réforme,"qui ne virerait plus au vert . Déjà , en présentant le projet , début janvier , la première ministre"
404,"que son collègue ministre du Travail , Olivier Dussopt , affirme ce week - end dans Le Parisien que cette",réforme,"est « de gauche » , le ministre délégué aux Comptes publics déplore de son côté que l’ équilibre financier"
405,"l' aurez sûrement pas . En 2019 , il s' agissait surtout , lors de la précédente tentative avortée de",réforme,", de modifier les règles du système pour le rendre plus juste : c' était la réforme par points ,"
406,"tentative avortée de réforme , de modifier les règles du système pour le rendre plus juste : c' était la",réforme,"par points , dont l' idée venait de la CFDT . Abandonnée précipitamment à cause de l' opposition des autres"
407,"aura seulement gagné l' introduction dans le langage courant , de l' opposition , un peu pédante , de la",réforme,systémique à la réforme paramétrique . Mais si le président de la République apparaît d' ores et déjà comme le
408,"introduction dans le langage courant , de l' opposition , un peu pédante , de la réforme systémique à la",réforme,paramétrique . Mais si le président de la République apparaît d' ores et déjà comme le principal perdant de l'
409,"» Dans un quinquennat où l’ égalité femmes - hommes a été érigée en « grande cause » , une",réforme,"des retraites pénalisant les mères de famille - ne serait -ce qu’«un peu » , comme en est convenu le"
410,"partiel , salaires et pensions inférieures ... Animées par le sentiment d’ être les « grandes perdantes » de la",réforme,", de nombreuses femmes ont défilé ce mardi partout en France , veille de la Journée internationale des droits des"
411,"petits-enfants ou veiller un conjoint malade , cette militante féministe juge « indécent de les pénaliser , alors que la",réforme,"aurait dû , au contraire , permettre de corriger des inégalités » . Aujourd’hui , les mères bénéficient de trimestres"
412,"public . Grâce à cette majoration , elles peuvent souvent partir à taux plein dès 62 ans . Avec la",réforme,", elles devront travailler jusqu’ à 64 ans . Les enfants doivent être « pris en compte dans la retraite"
413,"désormais tous bac + 5 , mais à quel prix ? Les hommes qui sont à la manœuvre derrière cette",réforme,"savent -ils seulement combien les grossesses fatiguent le corps des femmes , et combien les tâches domestiques peuvent être éreintantes"
414,"bambins , Marion confirme : « J’ ai plein d’ amis qui s’ arrêtent à un enfant . Depuis la",réforme,"de François Hollande , qui a supprimé beaucoup d’ aides , cela revient très cher ! C’ est pour cela"
415,"Retailleau ( patron du groupe LR au sénat , NDLR ) . » Sans s’ opposer au principe d’ une",réforme,", Muriel , 58 ans , sage - femme à Orléans , juge qu’ elle « majore un handicap déjà"
416,"% ) . DRH dans une compagnie d’ assurances , Marie , 55 ans , estime aussi que « cette",réforme,devrait venir rééquilibrer les inégalités de traitement dans les carrières et les rémunérations » . « L’ année où on
417,"rapport aux étudiants qui investissent pour acquérir des compétences utiles au pays . Le pire , c’ est que cette",réforme,"pourrait ne pas suffire , à cause des nombreuses et coûteuses concessions . »"
418,"mal bâti , au devenir incertain et largement repoussé par l' opinion publique . La France a besoin d' une",réforme,de son système de retraites qui soit enfin crédible . Donc qui évite de remettre l' ouvrage sur le métier
419,"retraites par points . Rappelons , hic et nunc , que moins de Français s' opposaient à cette solution (",réforme,"abandonnée du premier quinquennat Macron ) qu' à l' actuel projet de réforme . En bref , le président Macron"
420,Français s' opposaient à cette solution ( réforme abandonnée du premier quinquennat Macron ) qu' à l' actuel projet de,réforme,". En bref , le président Macron a été réélu mais en matière de retraite l' élève le plus puissant"
421,"les choses seraient gérables . Or , tout ce qui touche aux retraites doit être compris en flux . Une",réforme,des retraites est assimilable à la construction d' une unité hydroélectrique qui suppose de dérouter le fleuve le temps de
422,"ENSEIGNANTS , lycéens et étudiants repartent en guerre contre la",réforme,"des retraites . Du côté des professeurs , le Snuipp , premier syndicat du primaire , prévoit plus de 60"
423,"mercredi à l' occasion de la journée des droits des femmes . Puis , jeudi , pour réclamer une rapide",réforme,"du système des bourses . Enfin , vendredi , sera organisé un rassemblement autour de la question du dérèglement climatique"
424,", selon son expression favorite . Emmanuel Macron serait prêt à admettre lui aussi que la finalité ultime de sa",réforme,est de rassurer ceux qui nous ont fait crédit . Sauf qu’ il ne peut le dire frontalement . Le
425,est révolu . Il faut s’ y résoudre d’ une façon ou d’ une autre . L’ objectif de la,réforme,des retraites est d’ amadouer les créanciers des Français . Horrible et triste vérité .
426,ON PEUT soutenir la,réforme,des retraites sans oublier de rappeler l' une des vraies raisons de sa programmation dans le calendrier parlementaire . C'
427,"européen . Pendant cinq ans , le président de la République a dit qu' il ne voulait pas faire une",réforme,"des retraites qui allongerait l' âge de départ , et s' il fait cette réforme aujourd'hui , c' est pour"
428,"ne voulait pas faire une réforme des retraites qui allongerait l' âge de départ , et s' il fait cette",réforme,"aujourd'hui , c' est pour une seule et unique raison , c' est l' engagement auquel il a dû souscrire"
429,du mouvement LR sur l' obligation de faire évoluer notre système des retraites . « Je suis favorable à une,réforme,qui me semble nécessaire pour l' équilibrer et faire en sorte que la France sorte d' une situation qui la
430,"y a aucune raison de s' y opposer » , explique le parlementaire . Pour autant , même si cette",réforme,"lui semble indispensable , il met en garde face au danger d' accepter que les mécanismes de l' Union européenne"
431,à leur souveraineté . François - Xavier Bellamy va même plus loin et croit que la faible acceptabilité de la,réforme,des retraites en France constatée en ce moment naît aussi d' un sentiment qu' il estime largement partagé dans l'
432,partagé dans l' opinion publique . « Les Français savent très bien que ceux qui leur demandent d' accepter cette,réforme,sont ceux qui l' ont conspuée depuis des années et qui obéissent à un autre agenda que celui auquel ils
433,", François - Xavier Bellamy renvoie à une fable de Jean de La Fontaine pour illustrer le lien entre la",réforme,des retraites française et le plan de relance européen qui fut décidé par l' Union européenne pour faire face aux
434,jugent beaucoup moins rigoureux . Une situation que François - Xavier Bellamy résume en un constat renvoyant directement à la,réforme,"qui agite notre pays depuis plusieurs semaines : « Pour l' Allemagne , il était inconcevable que les excédents budgétaires"
435,des débats ne signera peut-être pas la fin de la mobilisation . Alors que l' examen parlementaire du projet de,réforme,"des retraites doit s' achever le 15 mars prochain , le patron de la CGT , Philippe Martinez , a"
436,Alors que les opposants à la,réforme,"des retraites refusent de travailler deux ans de plus , que des jeunes couples ont quitté les grandes villes après"
437,"de la génération du baby - boom ) que des changements législatifs ( loi El Khomri , ordonnances Macron ,",réforme,de l' assurance - chômage etc. ) . « Penser que les Français ne veulent plus travailler est idiot .
438,Les syndicats demandaient à rencontrer Emmanuel Macron « en urgence » à l’ Élysée pour lui demander de retirer sa,réforme,des retraites ; le président de la République leur a répondu par écrit . Une lettre rendue publique vendredi dans
439,"à l’ obstruction de la gauche , l’ exécutif a demandé vendredi un vote bloqué sur l’ ensemble de la",réforme,des retraites pour donner un coup d’ accélérateur aux débats en cours au Sénat . Et éviter que les discussions
440,"figé Détermination syndicale contre détermination gouvernementale , le bras de fer est figé . Du côté des opposants à la",réforme,", il s’ agit de prendre l’ avantage en mobilisant la rue avant l’ adoption définitive du texte par le"
441,jusque-là sans céder un pouce de terrain . Quitte à envisager de recourir à l’ article 49.3 pour adopter la,réforme,"des retraites si les alliés des Républicains , voire quelques députés de la majorité , devaient finalement faire défaut au"
442,"premier ministre britannique , Rishi Sunak , il a éludé le sujet , indiquant juste son souhait de voir la",réforme,« aller à son terme » au Parlement . Quant à l’ éventualité d’ un recours à l’ article 49.3
443,"qu’ il leur adresse , il ne manque pas de leur rappeler la légitimité dont il jouit pour porter cette",réforme,en rappelant que le sujet « a été au cœur de l’ élection présidentielle » . « Tout ne peut
444,. Lui veut passer à la suite . Et a déjà prévu de s’ adresser aux Français une fois la,réforme,"adoptée pour tenter d’ enclencher enfin ce second mandat qui , un an après sa réélection , peine toujours à"
445,Le 49.3 est une arme institutionnelle . Mais la bataille se joue aussi sur le terrain psychologique . Adopter la,réforme,"des retraites au 49.3 , « Je ne veux pas me placer dans cette optique » , maintient Élisabeth Borne"
446,au vote définitif . Celui qui tranchera le sort du projet de loi . C’ est le sort de la,réforme,"et de Borne qui se jouent Si donc , le 49.3 était finalement nécessaire , l’ autorisation devrait obligatoirement en"
447,avait déjà été le cas en 2020 lorsque Édouard Philippe avait demandé le 49.3 pour faire adopter « sa »,réforme,"des retraites . S’ y préparer , mais l’ éviter , donc . Élisabeth Borne se montre convaincue que ,"
448,"49.3 . Mais , pour l’ heure , elle se montre confiante . Si c’ est le sort de la",réforme,"qui se joue , celui de la première ministre est également concerné . Qu’ elle aille au vote et qu’"
449,"gagne la conforterait à Matignon . Qu’ elle doive demander le 49.3 serait une déception , mais qui sauverait la",réforme,", sans la condamner elle ."
450,"de séance . Presque détendu . Il est 21 h 30 , le ministre du Travail le sait : la",réforme,"des retraites , dont il a la charge , est sur le point d' être largement adoptée par la Chambre"
451,"au terme de dix jours de discussion , 100 heures de débat , plus de 8 000 amendements , la",réforme,"des retraites a été votée par 195 voix contre 112 , avec de l' avance sur le délai prévu ."
452,", enrageait , furibonde , une sénatrice communiste quelques minutes plus tard . De l' avis de tous , la",réforme,des retraites laissera des traces . La majorité sénatoriale dénonçant une « obstruction » constante . « Nous assistons à
453,"Assemblée nationale : depuis quelques jours , tout le monde fait les comptes . En cas de vote sur la",réforme,"des retraites jeudi , le camp présidentiel disposera -t -il d' assez de députés pour obtenir la majorité absolue ,"
454,Ou l' exécutif sera -t -il contraint de recourir à l' article 49.3 de la Constitution pour faire adopter cette,réforme,sans vote ? Chacun y va de son pronostic mais seule la vérité du scrutin fera foi . Le risque
455,pas certain de pouvoir compter sur toutes ses troupes ni sur tous ses alliés de circonstance pour faire voter sa,réforme,". À quelques jours seulement du scrutin - s' il tant est qu' il y en ait un - ,"
456,"de voix . Le député de Mayenne , Yannick Favennec , l' annonce au Figaro : il votera contre la",réforme,", qui ne le satisfait pas . Selon plusieurs sources , au moins deux autres députés Horizons pourraient « s'"
457,"L' un d' entre eux , Richard Ramos , a déjà exprimé à plusieurs reprises ses fortes réserves contre cette",réforme,"qu' il juge « injuste » . « Ma position est toujours la même , à l' heure qu' il"
458,". « Ma position est toujours la même , à l' heure qu' il est , je voterai contre cette",réforme,"ou m' abstiendrai » , indique -t -il au Figaro . Son groupe ne pourrait alors dans le meilleur des"
459,disposer que de 50 voix favorables . Les Républicains ( 35/61 ) L' allié de circonstance du gouvernement pour cette,réforme,"reste très divisé sur la question des retraites . Sur 61 députés , « 21 à 24 devraient voter contre"
460,une petite dizaine de députés wauquiézistes . « Un peu plus d' une trentaine semblent certains de voter pour la,réforme,"» , précise un député LR , ajoutant que les autres se situent parmi les hésitants . Depuis quelques jours"
461,"depuis le début de la législature . Cette fois , une grande majorité d' entre eux sont défavorables à cette",réforme,". « Sur 20 députés , une grosse quinzaine est radicalement contre , deux ou trois s' abstiendront , et"
462,", les 22 écologistes et les 22 communistes , devraient tous , sauf énorme surprise , s' opposer à cette",réforme,". Parmi les cinq députés non-inscrits , quatre devraient voter contre , et une seule , Emmanuelle Ménard , hésite"
