Document ID,Citation,Source
54,"Marx, que 《 l'Histoire ne se répète jamais, sauf comme une farce 》. Chloé Morin, experte associée à la Fondation Jean-Jaurès, reste prud",Marx
54,"ente : « Tous les ingrédients qui ont entraîné la naissance des 《 gilets jaunes 》 sont encore présents : un sentiment de déclassement, de précarisation",Le Monde
54,"amedi - qui ne nécessite pas de poser un jour de RTT pour défiler. Un 《 pari 》, souffle un syndicaliste. Un leader syndical se montre toutefois moin",Le Monde
54,"es questions comme le pouvoir d'achat. Et Guy Groux de s'interroger : 《 Le mouvement peut continuer, mais à quelles conditions ? Les syndicats pourront-ils garder la main? 》",Guy Groux
55,"LE FIGARO. - En 2019, vous aviez écrit que 《 64 ans est un cap responsable et raisonnable 》. Pourquoi avoir changé d'avis? Aurélien PRADIÉ. - Je n'ai jamais cont",LE FIGARO
55,"posé les bonnes questions avant les autres. Il ne faut pas confondre 《 droite populaire et quête de popularité 》 , tance le sénateur Stéphane Le Rudulier. Bruno Retailleau n'a pas ap",Stéphane Le Rudulier
56,"《 Laurent, il faut que tu démarres 》, lui a vivement conseillé, dès Noël, Rachida Dati. Il y a des silence",Rachida Dati
56,"e par Les Républicains, divise sa famille politique et les Français . 《 Parmi les députés hostiles à la réforme, je vois que certains sont des soutiens de Laurent Wauquiez 》 , sourit Aurélien Pradié. L'ancien patron de LR, lui aussi, l'a bien",Les Echos
56,"uquiez) ou de Fabien Di Filippo (Moselle), soutien du premier cercle. 《 Je suis contre un âge légal de départ à la retraite, car cela veut dire que celui qui a commencé de travailler à 16 ans devra travailler plus que celui qui a commencé à 20 ans 》, expliquait fin janvier Isabelle Valentin dans Le Progrès en dénonçan",Isabelle Valentin
56,"t un projet de loi purement comptable à ses yeux. 《 C'est quand même fondamentalement injuste. Avec ce système, on va pénaliser les personnes qui ont travaillé toute leur vie dans le but de faire des économies. 》 Même tonalité pour l'autre député de Haute-Loire Jean- Pierre Vigier",Jean-Pierre Vigier
56,": 《 La réforme des retraites, pour moi, c'est clair net et précis, en l'état, c'est non ! 》 Dans leur refus de voter cette réforme, tous les élus wauquiezistes s",La Provence
56,"lon eux, pour répondre aux attentes des Français et à la nécessité de 《 remettre la valeur travail au coeur de la société 》. « Je suis pour une réforme des retraites mais pas celle-ci qui est u",The source of the citation is a person.
56,"ns hésitation » , développe Jean-Pierre Taite (Loire) qui plaide pour 《 tout remettre à plat 》, et notamment la question du temps de travail . « La France qui trava",Jean-Pierre Taite
56,clairement opposé au projet de loi du gouvernement . Elle nous dit : 《 Pourquoi le gouvernement demande toujours des efforts aux mêmes et fait des chèques toujours aux mêmes ? 》 Il faut d'abord en finir avec la logique de l'assistanat à tout-va. »,Marine Le Pen
56,"e Laurent Wauquiez entend parfaitement, lui qui alertait dès 2011 sur 《 le cancer de l'assistanat 》. « Passer entre les gouttes d'une réforme impopulaire » Pour autant,",Laurent Wauquiez
56,"de la vie politique a eu quelques mots sur la réforme des retraites. 《 Cette réforme n'est pas celle que j'aurais faite et elle a des lacunes 》 , avait-il énoncé. Mais « il y a un principe de responsabilité » et «",Emmanuel Macron
56,"qu'il a été suffisamment clair et qu'il n'a pas besoin de le répéter. 《 Laurent Wauquiez a disparu, ça commence à agacer 》 , pestent pourtant les parlementaires LR. « Personne ne comprend » ,j",La Croix
56,"uge un ténor du parti, 《 il est en train de se fragiliser quand il parlera, on lui dira : mais tu étais où quand on devait affronter la tempête ? 》 « Le problème pour la droite aujourd'hui ce n'est pas le silence de W",Emmanuel Macron
56,"auquiez » ,considère son entourage. 《 Le problème de la droite c'est qu'elle n'est pas certaine de tenir les engagements pris par ses dirigeants. La solution, c'est donc de convaincre les députés, et Laurent y prend toute sa part. C'est bien plus utile que de nourrir le cirque médiatique 》 ,fait valoir ce proche. « Pourquoi Laurent Wauquiez ne le dit-il pas",Le Figaro
56,"nterrogent les élus, en reprochant à l'ex-ministre de se contenter du 《 service minimum 》. « Wauquiez veille à passer entre les gouttes d'une réforme impopulai",Le Monde
56,"nvaincus que le président de région jouerait un double jeu en donnant 《 des consignes 》 de vote à ses troupes. Mardi, lors du vote de l'article liminaire du",Le Monde
56,"projet de loi, sur 15 voix 《 contre 》 exprimées par les députés LR, 8 venaient de députés proches de Lauren",Lauren
56,"t Wauquiez. De quoi surprendre, même au sein de la direction LR. 《 S'il suffisait d'appuyer sur un bouton, vous le sauriez 》, a répondu le président de région à Éric Ciotti, souvent étonné par l",Éric Ciotti
56,"es votes des wauquiezistes. 《 Laurent a trop de respect pour les élus pour donner des consignes de vote 》 , assure Jean-Pierre Taite. « Il nous laisse la liberté de positionne",Jean-Pierre Taite
56,"abrice Brun (Ardèche), qui a dénoncé dans l'Hémicycle que ce sont les 《 classes moyennes et populaires qui paient le prix fort de (cette) réforme comptable 》 , il a voté pour la motion de rejet des Insoumis. « Sois plus présent",Fabrice Brun
56,"plus venu le lendemain au comité stratégique de LR au siège du parti. 《 Éric Ciotti sait que Laurent sera là à chaque fois qu'il aura besoin de lui, confie l'entourage du président de région . Mais le choix de Laurent n'est pas de passer les quatre prochaines années enfermé rue de Vaugirard. 》 Fin décembre, Éric Ciotti était convaincu que Laurent Wauquiez l'avai",Le Figaro
56,"t entendu et sortirait de son silence. 《 Sois plus présent dans les médias 》, lui avait conseillé le patron de LR, peu convaincu par la communicat",LR
56,"ion de Wauquiez. Il n'est pas le seul. 《 Je suis de ceux qui pensent que Laurent Wauquiez, s'il veut se lancer dans la campagne présidentielle, ne peut pas parler que depuis sa région mais doit s'adresser à tous les Français 》, considère le président des députés LR, Olivier Marleix, en jugeant r",Olivier Marleix
56,"r des cartes postales quand on est dans l'opposition ? Comment rester 《 dans la rétine 》 des Français, pour reprendre l'expression d'un ténor LR ? « Marine Le",Marine Le Pen
56,"bon moment, indépendamment du calendrier politique et parlementaire. 《 Il y a tout à la fois une attente, une espérance et une inquiétude : on ne pourra pas faire sans lui 》, affirme Brice Hortefeux. Car de l'aveu de beaucoup LR, même d'ancien",Brice Hortefeux
56,"rd Balladur, qu'il a revu le 24 janvier, Laurent Wauquiez fait partie 《 des meilleurs 》 candidats de la droite pour 2027. Encore faut-il être présent sur la",Le Figaro
56,"ligne de dépar t. 《 La politique, c'est avant tout une incarnation 》, souffle Nicolas Sarkozy qui n'a jamais compris que son ancien minist",Nicolas Sarkozy
56,"nnes, ni à la primaire de 2021, ni à la présidence du parti fin 2022. 《 Laurent a du talent mais il s'est trompé de stratégie. Un chef, ça conduit une liste, ça se présente aux élections 》 , a-t-il longtemps considéré, y voyant « un refus d'obstacle » danger",Laurent Wauquiez
56,"nnements. Il a aussi vivement entendu le conseil de Nicolas Sarkozy : 《 Ne cherche pas à être aimé des Français, ils ne t'aimeront jamais pour ce que tu es, mais ils commenceront à t'écouter parce que tu dis quelque chose qu'ils attendent. 》",Nicolas Sarkozy
57,"À trois semaines d’une 《France à l’arrêt》 voulue par les syndicats, l’exécutif a quelques cartes dans sa manche",Le Monde
57,"medi avait pour objet d’élargir la mobilisation au-delà du cercle des 《habitués》 des cortèges en semaine. Si ce fut le cas, la stabilité des chiffres",Le Monde
57,"ent une inévitable érosion que les syndicats misent désormais sur une 《France à l’arrêt》 le 7 mars, euphémisme pour ne pas effrayer par la perspective d’un pa",Le Monde
57,présenter le projet accompagnant la retraite à 64 ans comme un texte 《de justice et de progrès》 a fait long feu. L’argument a même eu un effet boomerang. Il y eut do,Le Monde
57,été où l’individualisme ne cesse de progresser. La préservation de la 《solidarité》 s’efface au profit de l’exigence de «droits» individuels. Retour à un,Marcel Gauchet
57,"er l’acquis d’un modèle de financement des retraites, chacun refuse à 《sa》 retraite. Ce qui s’est traduit à l’Assemblée jusqu’à la défense par l",Assemblée nationale
57,"ques. Mais cela conduit aussi le gouvernement à adapter son discours. 《La réforme, c’est pour ne pas mettre en danger le paiement de vos pensions》, explique par exemple désormais Gabriel Attal dans ses réunions publi",Gabriel Attal
57,"un message simple, non techno, centré sur les individus et pas sur un 《système》. Pourquoi continuer à manifester quand on ne croit plus à la possibil",Le Monde
57,"l’opposition de gauche se montrera inquiétante et menaçante, plus une 《majorité silencieuse》, même hostile à la retraite à 64 ans, s’en détachera. Pour l’exécutif",Le Figaro
58,"es, FSU) espèrent bien renouveler la performance lors de la prochaine 《journée nationale d'action interprofessionnelle》 du 16 février. Le Figaro fait le point sur les actions attendues. San",Le Figaro
58,"jeudi. Dans un communiqué conjoint, les huit centrales déclarent que 《 les secrétaires généraux ou présidents des organisations syndicales manifesteront à Albi pour appuyer l'ancrage fort de ce mouvement partout sur le territoire, dans les petites villes comme dans les plus grandes》. Mais à la différence de samedi dernier, où l'appel à la grève n'étai","La citation provient du journal ""La Dépêche du Midi""."
58,"és La CGT, dont le patron Philippe Martinez s'était prononcé pour des 《grèves plus dures, plus nombreuses, plus massives, et reconductibles》, a appelé les salariés des secteurs des transports et de l'industrie",Philippe Martinez
58,"vraient donc lever le pied et le poing jeudi prochain. Le trafic sera 《perturbé》 sur les lignes de la SNCF, mais beaucoup moins que lors des précédent",SNCF
58,s régionales en Île-de-France. La RATP prévoit quant à elle un trafic 《normal》 sur ses réseaux de bus et de tramway et «quasi normal à normal» sur l,Le Monde
58,"e métro parisien. Seule la ligne B du RER sera 《légèrement perturbée》, avec deux trains sur trois assurés, tandis que le trafic sera «norma",SNCF
58,"evrait sensiblement chuter, notamment dans le secteur de l'éducation. 《Il était impensable pour les syndicats de ne pas se mobiliser alors que le texte de la réforme des retraites est débattu à l'Assemblée nationale》 explique Yvan Ricordeau, secrétaire national de la CFDT. L'ombre d'un",Yvan Ricordeau
58,"reconductible Les organisations syndicales préviennent toutefois que 《si malgré tout le gouvernement et les parlementaires restaient sourds à la contestation populaire, l'intersyndicale appellerait les travailleurs et les travailleuses, les jeunes et les retraités à durcir le mouvement en mettant la France à l'arrêt dans tous les secteurs le 7 mars prochain》. Frédéric Souillot, le patron de Force Ouvrière, déclarait sur BFMTV",Frédéric Souillot
58,"avoir mis en garde Élisabeth Borne au téléphone : 《Si nous ne sommes pas entendus, […] on va durcir le mouvement》. Fabien Dumas, secrétaire fédéral de SUD-rail, table quant à lui sur",Fabien Dumas
58,"de la CFDT, Laurent Berger, a précisé de son côté ne pas encore être 《dans la logique de la grève reconductible》 et que «ce n'est pas un appel à la grève générale» non plus, expliqua",Laurent Berger
58,"nt que le 7 mars fera l'objet d'un 《appel à la grève de 24 heures mais pas forcément davantage》. Comme le rappelle au Figaro Yvan Ricordeau, le mot «reconductible» n",Figaro
58,"La journée du 7 mars devrait surtout se traduire par une mobilisation 《plus musclée》, avec des actions diversifiées et renforcées.",La Presse
59,"ment pourrait-elle resurgir six décennies plus tard ? Blaise Pascal : 《Ainsi nous ne vivons jamais mais nous espérons de vivre ; et nous disposant toujours à être heureux, il est inévitable que nous ne le soyons jamais. 》 Hormis pour les métiers pénibles, n'est-ce pas un contresens que de p",Blaise Pascal
60,"de députés LR au projet de loi. Demandant dès le début de la réunion 《 l'unité et le rassemblement 》 ,le président des Républicains a invité à « respecter les positions d",Assemblée nationale
60,"r, Éric Ciotti avait préparé une motion sur la réforme des retraites. 《 C'est donc en parfaite cohérence avec notre histoire, forts de nos convictions et de notre indépendance, et parce que nous portons la responsabilité d'incarner l'alternance à droite, que nous souhaitons soutenir une réforme du système de retraite portant à terme l'âge l'égal de départ à 64 ans et le nombre d'annuités requises à 43 ans, adaptés à la réalité du pays 》 , a-t-il détaillé dans ce texte. En soulignant aussi la nécessité d'",Éric Ciotti
60,"《 une meilleure prise en compte de la spécificité des carrières longues 》 . Quand certains élus, à l'image du député Raphaël Schellenberger (Ha",Raphaël Schellenberger
60,"ut-Rhin), proche d'Aurélien Pradié, ont insisté sur 《 la liberté de vote sacrée 》 du parlementaire, sur la réforme des retraites comme sur l'ensemble d",Aurélien Pradié
60,"es textes débattus au Parlement, le patron de LR 《 a recadré 》le débat, indique un témoin de l'échange, en soulignant la nécessité d",Le Figaro
60,"'une position collective. 《 Il n'est pas question de remettre en cause la liberté de vote,a réagi le patron de LR, mais il faut que l'unité prime 》 , pour ne pas mettre en péril le groupe et le parti. « C'est de ça do",LR
60,"l'escalade, Éric Ciotti a donc proposé à chaque élu de se prononcer. 《 C'est le choix de la cohérence 》 Sur les 73 présents au moment du vote, 64 se sont prononcés pour ce t",Éric Ciotti
60,"voterait ce texte. Et de réaffirmer ainsi son autorité sur le parti. 《 La droite doit rester le parti du sérieux économique et de la constance 》, a insisté Bruno Retailleau. « Il était nécessaire de clarifier notre",Bruno Retailleau
60,"lien Pradié, fer de lance de l'opposition à la réforme des retraites. 《 Il faut arrêter les caricatures, personne à cette table n'a prôné la retraite à 60 ans 》, a réagi le député du Lot en rappelant sa position. « Si cette mesure","""lien Pradié"""
60,"députée Véronique Louwagie, plutôt que d'envoyer un de ses ministres. 《 C'est évidemment très positif pour tous les Français concernés, ceux qui ont toujours travaillé et commencé tôt 》, se félicite la députée Émilie Bonnivard (Savoie). Si on emporte tout",Émilie Bonnivard
60,"t crée les conditions d'une acceptabilité importante de la réforme. » 《 C'est une avancée substantielle correspondant à un point majeur que nous soulevions, salue à son tour la secrétaire générale de LR Annie Genevard. Cette réforme doit être productive sur le plan budgétaire mais aussi juste et progressive. 》 Annonces en cascade « Et nos apprentis qui débutent à 16 ans? », inte",Annie Genevard
60,"obtenu gain de cause pour ceux ayant commencé à travailler à 17 ans. 《 On ne va pas passer trois semaines pour discuter d'une année puis l'autre. Qu'Élisabeth Borne lève les flous et les grandes ambiguïtés 》, s'agace le député du Lot en référence aux annonces en cascade d'Élis",Élisabeth Borne
60,"avant 21 ans, puis ce mardi sur ceux qui débutent entre 17 et 20 ans. 《 Il faut que le gouvernement avance sur la totalité du sujet des carrières longues et je le saluerai 》 , affirme le député du Lot. « Je ne vois pas comment Pradié pourrait",Le Figaro
60,"refuser de voter la réforme » , appuye un député LR. 《 Si nous obtenons des avancées, une majorité des LR votera ce texte 》 , avait prévenu, dès le 5 février, Olivier Marleix dans Le Figaro. Si",Le Figaro
60,"tre la pilule un peu amère en regrettant que le député du Lot, accusé 《 de ne pas suivre la ligne du parti 》, puisse apparaître comme un vainqueur du bras de fer. « Si on emporte",Le Monde
61,"mineux tag RÉVOLUTION, ils apprennent notamment à faire usage de leur 《droit au silence》 en cas de garde à vue. Il s'agit d'un atelier «contre la répression»,",La Quadrature du Net
61,"e mercredi matin et a conduit à la fermeture d'une partie du campus : 《Compte tenu des incertitudes sur l'évolution de la situation, les cours prévus dans les bâtiments Tertre, Censive, Faculté des langues et cultures étrangères, Faculté de Droit et de Sciences Politiques, IAE, Igarun sont suspendus pour la journée du mercredi 15 février 2023》, a indiqué l'université de Nantes, qui initialement avait prévu de fe",Université de Nantes
61,"n jeune vêtu d'un pantalon en velours participe à son premier blocus. 《Si on ne se mobilise pas maintenant, je ne sais pas quand on le fera》, explique celui pour qui le thème des retraites est symbolique et s'i",Le Monde
61,"plus large. Il s'engage également par solidarité envers ses parents. 《Je les soutiens》, abonde Ibrahim Sahin, 50 ans, vendeur de frites et hamburgers. S'il",Le Monde
61,"abituel et ne vend pas autant qu'un jour normal, ça n'est pas grave : 《il faut faire des sacrifices pour un blocus》, indique-t-il avec le sourire. Accoudé au comptoir du camion snack, u",Le Monde
61,"Il est là car il pensait que l'université rouvrirait cet après-midi. 《Sincèrement, tout cela est particulièrement ennuyeux pour ceux qui veulent aller en cours. Les étudiants qui n'ont rien demandé subissent, déplore-t-il. Ils gênent plus les étudiants que le gouvernement》. L'UNI, syndicat de la droite étudiante, dénonce quant à lui la prése","«Sincèrement, tout cela est particulièrement ennuyeux pour ceux qui veulent aller en cours. Les étudiants qui n'ont rien demandé subissent, déplore-t-il. Ils gênent plus les étudiants que le gouvernement»"
61,nce 《de nombreux bloqueurs [qui] ne sont pas étudiants. L'université cède à l'extrême gauche qui prive les étudiants de leur liberté d'étudier !》. «Les bloqueurs sont les mêmes “antifas” que l'on croise en manif. Il,Marine Le Pen
61,"rs ont annoncé la reconduite du blocus jeudi, à partir de 6h, face au 《succès d'aujourd'hui》. En assemblée générale, ce matin, ils étaient environ entre 280 et 40",Le Monde
61,"ndiqué que les enseignements en présentiel étaient supprimés demain : 《Suivant l'organisation de vos facultés ou instituts, les cours pourront se dérouler en distanciel (visio) ou seront annulés》.",Ministère de l'Enseignement supérieur
62,"e supposées basses manoeuvres plutôt que l'intérêt supérieur du pays. 《 Les oppositions n'ont plus de boussole et sont totalement perdues, a-t-il ainsi asséné mercredi selon plusieurs participants, à la veille d'une nouvelle journée de mobilisation. Elles considèrent comme d'habitude que les Français ne sont que le décor de leur action faute d'être au coeur de leurs préoccupations.》 Innombrables revirements Dans le viseur du chef de l'État : les socia",Le Monde
62,"rès-midi déposer une motion de censure, par la voix de Marine Le Pen. 《 Ceux qui ont défendu et fait voter la réforme Touraine la dénoncent désormais (...). La gauche nous demande depuis des semaines d'en faire plus sur le chômage des seniors mais applaudit debout avec le RN lorsqu'elle réussit à supprimer une mesure pensée à cet effet 》 , a tancé le président de la République, en référence à la mise en éc",Marine Le Pen
62,"rables revirements idéologiques rendent son positionnement illisible. 《 Ceux qui ont défendu les 65 ans secs il y a moins d'un an s'opposent maintenant aux 64 ans avec accompagnements》, a-t-il fustigé, dans une allusion aux programmes présidentiels de LR",Le Monde
62,"e, que les députés LR avaient acté leur position à l'issue des débats 《 très agités 》, racontent plusieurs élus. Certains parlementaires, comme Marie-Chris",Le Monde
62,"enior. En dénonçant, à l'instar d'Éric Ciotti, mercredi sur France 2, 《 une espèce de machin 》 qui gênerait petites et grandes entreprises... « Nous devons être coh",France 2
62,"taillé le député de Moselle, Fabien Di Filippo, devant ses collègues. 《 Ce texte est inadapté aux réalités de nos entreprises et il est inacceptable en l'état 》, a aussi expliqué Thibault Bazin (Meurthe-et-Moselle), en pointe sur",Fabien Di Filippo
62,"mporter la majorité des députés LR, mardi, avec la ferme intention de 《 ne pas braquer 》leur électorat. « Ce qui m'intéresse, c'est que nous ayons une positio",Le Figaro
62,"avait insisté dès le départ le patron du groupe, Olivier Marleix. Le 《 non 》 l'ayant emporté, il fut acté qu'aucun député LR ne voterait en faveur",Olivier Marleix
62,"devrait donc ressurgir au Sénat, mais sous une nouvelle formulation. 《 On examinera la question des seniors mais on ne va pas reprendre tel quel l'article 2. On va le réécrire. Le mot index, c'est pas notre truc 》 , commente un sénateur LR. À quarante-huit heures de la fin de l'exam",Le Figaro
62,"du député de la Loire Jean-Pierre Taite, proche de Laurent Wauquiez. 《 Il faut une réforme mais pas celle-ci. Plutôt que d'allonger la durée du temps de travail, augmentons le temps de travail hebdomadaire , affirme-t-il. Aujourd'hui, je ne vois personne me dire sur le terrain qu'il faut voter ce texte. Bien au contraire ! On me dit qu'il faut la voter au nom de la cohérence. Mais la société a changé. 》 Souffler le chaud et le froid D'autres parlementaires affirment aussi",Jean-Pierre Taite
62,"soutenir la réforme comme un seul homme dans Le Journal du dimanche. 《 Il faut avoir de la constance et du courage 》, enchérit Gérard Larcher, le président du Sénat, en rappelant le vote",Le Journal du dimanche
62,《 très clair 》 du bureau politique et le soutien des élus LR présents à la réforme d,Le Figaro
62,"ont peu goûté ce nouveau geste d'ouverture en direction de la droite. 《 Les LR envoient le message : « C'est nous le patron 》 , et le cabinet de la première ministre lâche, par peur de les perdre",Les Echos
62,"à 500 millions d'euros par le ministre de l'Économie, Bruno Le Maire. 《 Il faut qu'on soit vigilant sur le maintien des équilibres financiers, ce n'est pas la peine de faire une réforme, si au bout du bout on n'arrive pas à équilibrer 》, a prévenu mercredi le chef de file des députés centristes du MoDem,",Bruno Le Maire
62,"Paul Mattei, invité de l'Association des journalistes parlementaires. 《 Arrêtez de céder ! 》, crie aussi une partie de la droite. « Qu'Élisabeth Borne fasse atten",Paul Mattei
63,"t (le pouvoir d'achat). Je sais bien que, pour ceux qui combattent l' 《 aliénation du travail 》 et la « tyrannie du mérite » , c'est la voie du progrès. Il me paraît",Karl Marx
64,"ASSEMBLÉE 《 Important. Le vote de la partie I des retraites ce soir, et les amendements de suppression de l'article 7 d'ici demain midi. Présence vivement souhaitée. 》 Le message est signé Olivier Marleix, le président du groupe Les Répu",Olivier Marleix
64,"es Insoumis, qui repoussent depuis plusieurs jours cette perspective. 《 Nous avons eu une discussion ces dernières heures et les Insoumis vont retirer leurs amendements cet après-midi. Les arguments de fond ont été développés, il est désormais temps de passer au coeur du débat et de mettre chaque député face à ses responsabilités 》 , annonçait en fin de matinée un communiste, quelque peu agacé par l'",Jean-Luc Mélenchon
64,"attitude 《 attentiste 》 de l'état-major LFI ces derniers jours. Malgré ces rumeurs, les Insou",Le Monde
64,"ndant que l'autre plaidait pour les conserver encore quelques heures. 《 Il y a eu un vote et ça s'est joué à une voix près 》, regrette, laconique, un cadre de la Nupes. Et pendant que les discus",Le Monde
64,"l'occasion de l'un de ces rassemblements, à Montpellier, en lançant : 《 Le 7 mars, on bloque tout, tout doit s'arrêter partout. 》 Animés mais moins sulfureux qu'en début de semaine, les débats se son",Le Monde
64,"euros par mois - qui seraient, selon le ministre du Travail, 40 000. 《 Des agents de la direction de la Sécurité sociale m'ont répondu qu'ils n'étaient pas à l'origine de ce chiffre. D'où vient-il ? 》 , a interrogé le député socialiste. Provoquant l'agacement du ministr",Le Monde
64,"e du Travail : 《 Monsieur Guedj, vous perdez les pédales depuis quelques jours. 》 Avant de réaffirmer, après une interruption de séance : « J'ai dit qu",Le Monde
64,"erne, l'on plaidait la volonté de se laisser encore la possibilité de 《 gérer le rythme 》, jurant en retirer « petit à petit ». Avant que Jean-Luc Mélenchon ne",Jean-Luc Mélenchon
64,tweete : 《 Incompréhensible retrait des amendements du PCF. Pourquoi se précipiter à l'article 7 ? Le reste de la loi ne compte pas ? Hâte de se faire battre ? 》 Une prise de position remarquée dans les rangs de la Nupes. Et de la,Twitter
64,"orité, dont beaucoup craignent, depuis le rejet de l'article 2 sur l' 《 index seniors 》 , que Les Républicains ne soient pas un allié si solide. « Franchemen",Le Monde
64,"niste en fin d'après-midi. Et ce député LR d'ajouter, non sans rire : 《 La droite sauvée par Mélenchon. Comme quoi, Aurélien Pradié est visionnaire. 》 Mais de nouveaux rebondissements étaient à redouter... En fin d'après",Aurélien Pradié
64,"-midi, ce jeudi, un cadre Insoumis confiait : 《 Suppressions en cours de traitement 》. Une véritable guerre des nerfs, jusqu'à la dernière minute.",L'Obs
65,"i estime que le spectre de la pénurie nationale est encore très loin. 《À la date d'aujourd'hui, il y a plein de carburant sur le territoire national》 et «les stations-service continuent d'être livrées normalement», indi",Gérald Darmanin
65,"r les quelque 10.000 de France. Même si un des 200 dépôts est bloqué, 《on a assez d'agilité pour aller chercher du carburant ailleurs même si ça prend plus de temps》, a-t-il ajouté. Jusqu'ici, donc, tout va bien. Mais l'approvisionneme",This citation is from a person.
65,"ayer si les blocages dans les raffineries s'installent dans le temps. 《Tout va dépendre de la poursuite ou pas de la grève, de son intensification ou pas》, a déclaré Francis Pousse à l'AFP. Un autre engrenage inquiète les ac",Francis Pousse
65,": l'effet panique qui pourrait déstabiliser les chaînes logistiques. 《Si tout le monde se rue à la pompe par crainte de manquer d'essence ou de diesel, c'est là qu'on pourrait avoir de sérieux problèmes d'approvisionnement en carburants》, constate un cadre de TotalEnergies. «Les achats de précaution sont t",TotalEnergies
65,"ervice en France, rappelle que ses différents stocks se trouvent à un 《niveau élevé》 et que ses «équipes sont mobilisées pour faire face à une demande qui",Le Monde
65,"emaines chez TotalEnergies avait paralysé le système de distribution. 《S'il y avait des blocages réels dans les raffineries, on ne laisserait pas cela faire》, a déclaré le ministre des Transports mercredi matin, indiquant que l",TotalEnergies
65,e gouvernement dispose de 《tous les outils juridiques pour intervenir》. Un spécialiste se risque à pronostiquer qu'il faudrait que le mouvem,Le Monde
65,"octobre ait pu à ce point paralyser les chaînes d'approvisionnement ? 《La situation était complètement différente》, juge Frédéric Plan. «La grève d'octobre a démarré alors que les stoc",Frédéric Plan
65,"andis qu'il s'agit cette fois de combattre une réforme des retraites. 《La motivation n'est pas la même, pas sûr que toutes les raffineries se mettent en grève et pas sûr qu'elles le soient aussi longtemps qu'en octobre》, prédit Olivier Gantois.",Olivier Gantois
66,"Paul Rannard regrette que la 《 conscience professionnelle 》, qu'il situe au-dessus de la rémunération, ne soit plus un élément dé",Paul Rannard
66,"terminant. Il voit les travailleurs d'aujourd'hui comme des 《 mercenaires 》, plus sensibles aux béquilles des « indemnités chômage » qu'à la vale",Pierre Bourdieu
66,"le monde change, le paysan de Haute-Savoie continuera de défendre la 《 valeur travail 》 avec la même conviction. D'ailleurs, il a toujours voté à droite parc",Le Monde
66,"re le travail, même si la classe politique le déçoit de plus en plus. 《 L'économie commande et l'économie est à droite 》, croit-il simplement. Dans l'incandescence du débat sur les retraites",Le Monde
66,", cette 《 valeur travail 》 inlassablement érigée par Les Républicains comme préoccupation cardin",Les Républicains
66,"à lui le président du parti, Éric Ciotti, il lui dirait franchement : 《 Cessez les guéguerres entre vous. Vous aviez voulu le report de l'âge légal à 65 ans. Il faut rester droit dans ses bottes. Vous faites la bascule au Parlement mais servez-vous de cette force intelligemment. 》 « Paresse et individualisme » Les débats parlementaires ont révélé de",Éric Ciotti
66,torat de droite attendait plus d'audace. Pourquoi donc le parti de la 《 valeur travail 》 prend-il le risque de laisser à Emmanuel Macron le privilège d'appara,Le Figaro
66,"e se mettre au boulot sur le travail, au-delà du chaos à l'Assemblée. 《 La crise sanitaire a eu un effet pire que les 35 heures. On a habitué les gens à l'illusion selon laquelle on peut rester chez soi en continuant à être payé. On observe aussi une prise de distance avec la société de consommation, de nouvelles aspirations, une recherche de sens et de liberté, sans que tout cela soit forcément lié au phénomène bobo 》, estime Olivier Marleix. Pour le chef de file des députés LR, la droi",Olivier Marleix
66,non plus oublier que le travail reste l'une des premières sources de 《 dignité 》 et de « création de richesse ». « C'est l'un des grands chantiers sur,Organisation internationale du Travail
66,"Loir souhaite que la droite se démarque du projet de la gauche appuyé 《 sur la paresse et l'individualisme 》. À Antibes, Jean Leonetti pose ce thème au coeur de la fondation des",Jean Leonetti
66,est en train de bâtir pour LR. Il croit à une troisième voie entre la 《 vision marxiste d'un asservissement de l'homme par l'homme qui persiste dans certains esprits malsains 》 et celle d'une « recherche de rentabilité autoritaire » oubliant la d,Le Figaro
66,"du travail. Pour s'adapter à la modernité, il propose de valoriser le 《 sens 》 et la « reconnaissance » des métiers. Son analyse rejoint un peu cell",Paul Diel
66,"pour les nouvelles générations s'est affaibli. Il juge primordial de 《 rendre son charme au travail 》. « La survie d'une société de liberté en dépend », soutient-il. Ce co",Jacques Chirac
66,", mais il est bien placé, dans la Loire, pour scruter les évolutions. 《On ne travaille pas assez les notions de mérite et d'ascenseur social. En moins de vingt ans, nous sommes passés du « travailler plus pour gagner plus 》(slogan de Nicolas Sarkozy en 2007 ,NDLR) , au « travailler mieux pour",Nicolas Sarkozy
66,otes d'avion s'interrogeant sur l'empreinte carbone de sa profession. 《Le travail rémunérateur n'est plus la seule boussole. Le bénévolat et l'associatif sont de plus en plus reconnus. Le bien-être et la valeur de ce que l'on fait sont en train de dépasser le salaire. Travaillons de nouvelles idées sans nous focaliser sur la rémunération et accordons plus la liberté aux entreprises. 》 Le jeune député est convaincu que les politiques sont en retard sur l,Le Monde
66,"e monde économique, même s'il gratifie Nicolas Sarkozy d'avoir été 《 un visionnaire 》 en créant le statut des autoentrepreneurs. Prendre en compte les nouv",Le Monde
66,"tous les horizons, ce n'est pas pour perdre de vue les fondamentaux. 《Avoir 25 ans et parler de la paresse, c'est triste. Il faut absolument lutter contre les assistés de demain et rester ferme sur un principe : pas de solidarité sans effort.》 Chez LR, on fustige les adeptes des boucles 6-6 (six mois de travail",Les Républicains
