Document ID,Citation,Context,Source
52,"«Ils lui demandent d’ouvrir une voie. Et, s’il y a une forme de cohérence et de projet pour la France, elle est respectée, même s’il n’y a pas d’adhésion»","gouverne en suivant l’opinion», insiste Pierre-Hadrien Bartoli, alors que les renoncements de certains ont parfois laissé plus de traces encore. «Ils lui demandent d’ouvrir une voie. Et, s’il y a une forme de cohérence et de projet pour la France, elle est respectée, même s’il n’y a pas d’adhésion», poursuit-il. S’agissant d’Emmanuel Macron, la question se pose donc de savoir de quel côté il se situe. Le président-candidat a",Pierre-Hadrien Bartoli
52,«On peut facilement imaginer que la colère des “gilets jaunes” n’est pas née d’une seule mesure de vitesse sur les routes ou de coût de l’essence. C’est une frustration qui vient de plus loin»,"faire entendre. Les conséquences de précédents de ce type sont alors moins quantifiables. Il s’agit davantage d’un ressenti, d’une impression. «On peut facilement imaginer que la colère des “gilets jaunes” n’est pas née d’une seule mesure de vitesse sur les routes ou de coût de l’essence. C’est une frustration qui vient de plus loin», estime Pierre-Hadrien Bartoli. Lequel s’interroge à son tour: «Est-ce qu’on peut faire société si on est ignoré? Quand on a",Pierre-Hadrien Bartoli
52,«Est-ce qu’on peut faire société si on est ignoré? Quand on a le sentiment d’être marginalisé et d’avoir peur de le devenir?»,"de coût de l’essence. C’est une frustration qui vient de plus loin», estime Pierre-Hadrien Bartoli. Lequel s’interroge à son tour: «Est-ce qu’on peut faire société si on est ignoré? Quand on a le sentiment d’être marginalisé et d’avoir peur de le devenir?»",Pierre-Hadrien Bartoli
53,« réformateurs »,"On a tout essayé, sauf ce qui marche. Comme les précédents, ces « réformateurs » devraient avoir en tête la prédiction que Frédéric Bastiat faisait en 1840, un siècle avant l'apparition d'un système de Sécurité",Frédéric Bastiat
53,"« Les abus iront toujours croissant, et on en reculera le redressement d'année en année, comme c'est l'usage, jusqu'à ce que vienne le jour d'une explosion. Mais alors on s'apercevra qu'on est réduit à compter avec une population qui ne sait plus agir par elle-même, qui attend tout d'un ministre ou d'un préfet, et même la subsistance, et dont les idées ont été perverties au point d'avoir perdu la notion du droit, de la propriété, de la liberté et de la justice. »","prédiction que Frédéric Bastiat faisait en 1840, un siècle avant l'apparition d'un système de Sécurité sociale confié à l'État : « Les abus iront toujours croissant, et on en reculera le redressement d'année en année, comme c'est l'usage, jusqu'à ce que vienne le jour d'une explosion. Mais alors on s'apercevra qu'on est réduit à compter avec une population qui ne sait plus agir par elle-même, qui attend tout d'un ministre ou d'un préfet, et même la subsistance, et dont les idées ont été perverties au point d'avoir perdu la notion du droit, de la propriété, de la liberté et de la justice. » C'est dire que le principe même d'une retraite étatiste, jacobine, obligatoire et collectiviste devrait être remis en cause. Avant toute",Frédéric Bastiat
53,« sauver le système de répartition »,"étatiste, jacobine, obligatoire et collectiviste devrait être remis en cause. Avant toute réforme, il faut se demander s'il faut réellement « sauver le système de répartition ». Certes, un grand pas a été fait récemment par Élisabeth Borne. Elle a clairement expliqué aux téléspectateurs français que notre",Élisabeth Borne
53,« par répartition »,"a raison, et elle a tort. Elle a raison quand elle dit que dans un pays vieillissant le système dit « par répartition » est en grand danger. Quand il y a de moins en moins de jeunes en activité qui cotisent et de",par répartition
53,« sauver le système par répartition »,"cotise plus longtemps, et on est pensionné plus tard. Elle a tort quand elle présente une réforme qui prétend précisément « sauver le système par répartition » dont elle vient d'affirmer qu'il est explosif, et quand elle ignore que la solution est ailleurs : la transition vers",Emmanuel Macron
54,« C'EST la goutte d'eau. »,"« C'EST la goutte d'eau. » Croisé dans le cortège parisien du 19 janvier, Marc résumait bien, en quelques mots empreints d'une colère froide, le sentiment",Marc
54,"« est multiforme dans sa géographie, dans sa sociologie, dans ses professions »","personne ou les étudiants, tous les profils étaient représentés, voulaient croire les opposants à la réforme des retraites. La mobilisation « est multiforme dans sa géographie, dans sa sociologie, dans ses professions » , martelait même l'emblématique patron de la CFDT, Laurent Berger. Son homologue de la CGT, Philippe Martinez, renchérissait, citant les",Laurent Berger
54,"« gros bataillons des manifestations : le secteur public, le secteur nationalisé ou les collectivités territoriales »","Ce n'était pas tant la France - et encore moins le privé - que l'on voyait défiler, mais plutôt les « gros bataillons des manifestations : le secteur public, le secteur nationalisé ou les collectivités territoriales » , observe Guy Groux, sociologue au Cevipof. Pour l'expert des mobilisations sociales et des syndicats, ces manifestations finissent par ressembler",Guy Groux
54,"« théâtre de boulevard : ce sont toujours les mêmes pièces, que l'on rejoue avec quelques différences »","Guy Groux, sociologue au Cevipof. Pour l'expert des mobilisations sociales et des syndicats, ces manifestations finissent par ressembler à un « théâtre de boulevard : ce sont toujours les mêmes pièces, que l'on rejoue avec quelques différences ». Contrairement à ce que proclament les syndicats, le privé n'est pas descendu en masse dans la rue, estime Guy Groux,",Guy Groux
54,« capteurs »,"et les étudiants dont la réaction reste, pour l'heure, timorée et qui, historiquement, ont déjà fait flancher les gouvernements. Ces « capteurs » , des banderoles aux slogans, des revendications à la forte mobilisation des petites et moyennes villes, où la part de",étudiants
54,"« incitent à penser que, de manière assez classique, une composante très forte de ceux qui vont manifester est issue de la fonction publique »","des revendications à la forte mobilisation des petites et moyennes villes, où la part de l'emploi public y est prépondérante, « incitent à penser que, de manière assez classique, une composante très forte de ceux qui vont manifester est issue de la fonction publique », confirme Jérôme Fourquet, politologue et directeur « Opinion et stratégies d'entreprises » de l'Ifop. Une analyse que, sur le terrain,",Jérôme Fourquet
54,« Opinion et stratégies d'entreprises »,"très forte de ceux qui vont manifester est issue de la fonction publique », confirme Jérôme Fourquet, politologue et directeur « Opinion et stratégies d'entreprises » de l'Ifop. Une analyse que, sur le terrain, les élus reconnaissent, tout en apportant quelques nuances. « Dans mon département,",Jérôme Fourquet
54,"« Dans mon département, il n'y a jamais grand monde qui manifeste, habituellement »","et stratégies d'entreprises » de l'Ifop. Une analyse que, sur le terrain, les élus reconnaissent, tout en apportant quelques nuances. « Dans mon département, il n'y a jamais grand monde qui manifeste, habituellement », rapporte le socialiste Philippe Brun, député de l'Eure. « À Évreux, il y avait entre 10 000 et 12 000",Philippe Brun
54,"« À Évreux, il y avait entre 10 000 et 12 000 manifestants : c'est une première »","mon département, il n'y a jamais grand monde qui manifeste, habituellement », rapporte le socialiste Philippe Brun, député de l'Eure. « À Évreux, il y avait entre 10 000 et 12 000 manifestants : c'est une première », poursuit l'élu. « Bien sûr, il y avait des salariés du public, mais l'on trouvait aussi des retraités, des artisans,",Philippe Brun
54,"« Bien sûr, il y avait des salariés du public, mais l'on trouvait aussi des retraités, des artisans, des commerçants ou encore, des boulangers »","« À Évreux, il y avait entre 10 000 et 12 000 manifestants : c'est une première », poursuit l'élu. « Bien sûr, il y avait des salariés du public, mais l'on trouvait aussi des retraités, des artisans, des commerçants ou encore, des boulangers » , assure Philippe Brun. Le député Renaissance en Saône-et-Loire, Louis Margueritte, est lui aussi bien obligé de le reconnaître :",Louis Margueritte
54,"« Il y a quand même eu du monde : 8 000 personnes à Chalon, 2 000 à Montceau-les-Mines, ce n'est quand même pas rien... »",", assure Philippe Brun. Le député Renaissance en Saône-et-Loire, Louis Margueritte, est lui aussi bien obligé de le reconnaître : « Il y a quand même eu du monde : 8 000 personnes à Chalon, 2 000 à Montceau-les-Mines, ce n'est quand même pas rien... » Dans le Morbihan, le député MoDem Jimmy Pahun remarque une « belle mobilisation »dans des « villes où Emmanuel Macron",Louis Margueritte
54,« belle mobilisation »,"000 à Montceau-les-Mines, ce n'est quand même pas rien... » Dans le Morbihan, le député MoDem Jimmy Pahun remarque une « belle mobilisation »dans des « villes où Emmanuel Macron est pourtant largement arrivé en tête ». Mais voilà un territoire, la Bretagne, remarque",Jimmy Pahun
54,« villes où Emmanuel Macron est pourtant largement arrivé en tête »,"quand même pas rien... » Dans le Morbihan, le député MoDem Jimmy Pahun remarque une « belle mobilisation »dans des « villes où Emmanuel Macron est pourtant largement arrivé en tête ». Mais voilà un territoire, la Bretagne, remarque Jérôme Fourquet, marqué par la forte présence d'industries agroalimentaires, et donc d'ouvriers. «",Emmanuel Macron
54,« Ils appartiennent à la catégorie socioprofessionnelle la plus opposée à l'augmentation de l'âge légal »,"». Mais voilà un territoire, la Bretagne, remarque Jérôme Fourquet, marqué par la forte présence d'industries agroalimentaires, et donc d'ouvriers. « Ils appartiennent à la catégorie socioprofessionnelle la plus opposée à l'augmentation de l'âge légal », explique-t-il. « Ce sont des salariés qui ont commencé à travailler tôt et sensibles à la question de l'âge de",Jérôme Fourquet
54,« Ce sont des salariés qui ont commencé à travailler tôt et sensibles à la question de l'âge de départ et de la pénibilité. »,"et donc d'ouvriers. « Ils appartiennent à la catégorie socioprofessionnelle la plus opposée à l'augmentation de l'âge légal », explique-t-il. « Ce sont des salariés qui ont commencé à travailler tôt et sensibles à la question de l'âge de départ et de la pénibilité. » Autre spécificité : la descente dans l'arène de syndicats peu habitués à marcher, comme la CFDT ou la CFTC, a",des ouvriers
54,"« On voit un frémissement chez eux, c'est un élément assez nouveau, leurs revendications et comportements se rapprochent d'année en année des salariés non-cadres »","CFTC, a pu gonfler les cortèges. De même, les cadres sont plus nombreux que prévu à s'opposer au gouvernement : « On voit un frémissement chez eux, c'est un élément assez nouveau, leurs revendications et comportements se rapprochent d'année en année des salariés non-cadres » , remarque Guy Groux. Un catalyseur des préoccupations Plus largement, en filigrane, les observateurs rapportent un rejet global de la",Guy Groux
54,« équivalent revendicatif général »,"économique et social tendu, qui inquiète les ménages. La réforme des retraites est, en cela, un catalyseur des préoccupations, un « équivalent revendicatif général », constate Guy Groux. Une sorte de détonateur, ou une « goutte d'eau » qui a fait déborder le vase, comme",Guy Groux
54,« goutte d'eau »,"cela, un catalyseur des préoccupations, un « équivalent revendicatif général », constate Guy Groux. Une sorte de détonateur, ou une « goutte d'eau » qui a fait déborder le vase, comme le proclamaient plusieurs manifestants le 31 janvier. « Chez moi, il y a",Guy Groux
54,"« Chez moi, il y a une inquiétude autour de l'accès aux soins et de la fermeture de classes »","ou une « goutte d'eau » qui a fait déborder le vase, comme le proclamaient plusieurs manifestants le 31 janvier. « Chez moi, il y a une inquiétude autour de l'accès aux soins et de la fermeture de classes », explique Louis Margueritte. « La mobilisation contre la réforme devient un prétexte pour exprimer des angoisses qui n'ont, au fond,",Louis Margueritte
54,"« La mobilisation contre la réforme devient un prétexte pour exprimer des angoisses qui n'ont, au fond, rien à voir avec le texte. »","il y a une inquiétude autour de l'accès aux soins et de la fermeture de classes », explique Louis Margueritte. « La mobilisation contre la réforme devient un prétexte pour exprimer des angoisses qui n'ont, au fond, rien à voir avec le texte. » De son côté, Jimmy Pahun soutient : « L'on me demande sans cesse pourquoi le prix du gaz baisse quand",Louis Margueritte
54,« L'on me demande sans cesse pourquoi le prix du gaz baisse quand celui de l'électricité augmente. »,"des angoisses qui n'ont, au fond, rien à voir avec le texte. » De son côté, Jimmy Pahun soutient : « L'on me demande sans cesse pourquoi le prix du gaz baisse quand celui de l'électricité augmente. » À Foix, dans l'Ariège, où plus de 20 % de l'agglomération battait le pavé le 19 janvier dernier, et dont",Jimmy Pahun
54,« ville de fonctionnaires »,"de 20 % de l'agglomération battait le pavé le 19 janvier dernier, et dont Jérôme Fourquet rappelle qu'elle est une « ville de fonctionnaires », se trouvait Antoine Loguillard, enseignant d'histoire-géographie depuis 1992. Celui qui a manifesté contre la réforme des retraites en 2003 et",Jérôme Fourquet
54,"« Ce qui me frappe, c'est que contrairement aux dernières fois, où l'on sentait surtout la force syndicale dans les cortèges et où le conflit revendicatif se concentrait sur la retraite, de nouvelles personnes manifestent et de nouveaux thèmes apparaissent. »","enseignant d'histoire-géographie depuis 1992. Celui qui a manifesté contre la réforme des retraites en 2003 et en 2010 affirme : « Ce qui me frappe, c'est que contrairement aux dernières fois, où l'on sentait surtout la force syndicale dans les cortèges et où le conflit revendicatif se concentrait sur la retraite, de nouvelles personnes manifestent et de nouveaux thèmes apparaissent. » La disparition progressive des services publics, le prix de l'essence, la menace de déserts médicaux... « Le Covid a mis",enseignant d'histoire-géographie
54,« Le Covid a mis sous l'étouffoir toutes ces problématiques mais c'est encore là : il y a une France des oubliés qui manifeste »,"de nouveaux thèmes apparaissent. » La disparition progressive des services publics, le prix de l'essence, la menace de déserts médicaux... « Le Covid a mis sous l'étouffoir toutes ces problématiques mais c'est encore là : il y a une France des oubliés qui manifeste » , estime ce syndiqué à l'Unsa. Le député Philippe Brun abonde : « C'est une mobilisation qui touche les profondeurs",Philippe Martinez
54,« C'est une mobilisation qui touche les profondeurs du pays. »,"a une France des oubliés qui manifeste » , estime ce syndiqué à l'Unsa. Le député Philippe Brun abonde : « C'est une mobilisation qui touche les profondeurs du pays. » Et au cours de laquelle certains détectent une montée d'un antimacronisme. « Le mécontentement à l'égard du gouvernement est évident",Philippe Brun
54,« Le mécontentement à l'égard du gouvernement est évident »,"une mobilisation qui touche les profondeurs du pays. » Et au cours de laquelle certains détectent une montée d'un antimacronisme. « Le mécontentement à l'égard du gouvernement est évident », souffle Jimmy Pahun. Si bien qu'un poids lourd du camp Macron s'inquiète : « Dans nos circonscriptions, nous ressentons des",Jimmy Pahun
54,"« Dans nos circonscriptions, nous ressentons des signaux très forts : l'opinion n'est pas avec nous. Et si on utilise le 49-3, ça va être violent. »","à l'égard du gouvernement est évident », souffle Jimmy Pahun. Si bien qu'un poids lourd du camp Macron s'inquiète : « Dans nos circonscriptions, nous ressentons des signaux très forts : l'opinion n'est pas avec nous. Et si on utilise le 49-3, ça va être violent. » « Un sentiment de déclassement » Ainsi, le mouvement pourrait-il abriter le retour d'une contestation telle que celle des «",Jimmy Pahun
54,« Un sentiment de déclassement »,"signaux très forts : l'opinion n'est pas avec nous. Et si on utilise le 49-3, ça va être violent. » « Un sentiment de déclassement » Ainsi, le mouvement pourrait-il abriter le retour d'une contestation telle que celle des « gilets jaunes » ? « Cela","""Un sentiment de déclassement"""
54,« gilets jaunes »,"» « Un sentiment de déclassement » Ainsi, le mouvement pourrait-il abriter le retour d'une contestation telle que celle des « gilets jaunes » ? « Cela n'a rien à voir », tranche Jérôme Fourquet. « L'une des caractéristiques du mouvement des « gilets",Jérôme Fourquet
54,« Cela n'a rien à voir »,"déclassement » Ainsi, le mouvement pourrait-il abriter le retour d'une contestation telle que celle des « gilets jaunes » ? « Cela n'a rien à voir », tranche Jérôme Fourquet. « L'une des caractéristiques du mouvement des « gilets jaunes » est qu'il s'est développé de manière",Jérôme Fourquet
54,« L'une des caractéristiques du mouvement des « gilets jaunes »,"contestation telle que celle des « gilets jaunes » ? « Cela n'a rien à voir », tranche Jérôme Fourquet. « L'une des caractéristiques du mouvement des « gilets jaunes » est qu'il s'est développé de manière totalement spontanée et à l'écart des organisations syndicales. » De la scénographie aux parcours",Jérôme Fourquet
54,« tout était différent »,"qu'il s'est développé de manière totalement spontanée et à l'écart des organisations syndicales. » De la scénographie aux parcours choisis, « tout était différent », estime l'auteur de L'Archipel français (Seuil). « C'était une autre France. » Celle des « ronds-points », postée sur les","La source de la référence est ""L'Archipel français""."
54,« C'était une autre France. »,"organisations syndicales. » De la scénographie aux parcours choisis, « tout était différent », estime l'auteur de L'Archipel français (Seuil). « C'était une autre France. » Celle des « ronds-points », postée sur les « parkings du Auchan » ou à la « sortie du McDo",Éric Fassin
54,« ronds-points »,"choisis, « tout était différent », estime l'auteur de L'Archipel français (Seuil). « C'était une autre France. » Celle des « ronds-points », postée sur les « parkings du Auchan » ou à la « sortie du McDo ». Celle qui, à Paris,",Christophe Guilluy
54,« parkings du Auchan »,"estime l'auteur de L'Archipel français (Seuil). « C'était une autre France. » Celle des « ronds-points », postée sur les « parkings du Auchan » ou à la « sortie du McDo ». Celle qui, à Paris, a tenté d'occuper les Champs-Élysées quand celle des",Christophe Guilluy
54,« sortie du McDo »,"une autre France. » Celle des « ronds-points », postée sur les « parkings du Auchan » ou à la « sortie du McDo ». Celle qui, à Paris, a tenté d'occuper les Champs-Élysées quand celle des fonctionnaires et des syndicats, elle, a « choisi",Gilets Jaunes
54,« choisi le parcours classique République-Bastille-Nation »,"McDo ». Celle qui, à Paris, a tenté d'occuper les Champs-Élysées quand celle des fonctionnaires et des syndicats, elle, a « choisi le parcours classique République-Bastille-Nation ». Un constat partagé par Guy Groux, qui souligne, selon le mot de Karl Marx, que « l'Histoire ne se répète",Guy Groux
54,"« l'Histoire ne se répète jamais, sauf comme une farce »","le parcours classique République-Bastille-Nation ». Un constat partagé par Guy Groux, qui souligne, selon le mot de Karl Marx, que « l'Histoire ne se répète jamais, sauf comme une farce ». Chloé Morin, experte associée à la Fondation Jean-Jaurès, reste prudente : « Tous les ingrédients qui ont entraîné la naissance",Karl Marx
54,« Tous les ingrédients qui ont entraîné la naissance des « gilets jaunes »,"ne se répète jamais, sauf comme une farce ». Chloé Morin, experte associée à la Fondation Jean-Jaurès, reste prudente : « Tous les ingrédients qui ont entraîné la naissance des « gilets jaunes » sont encore présents : un sentiment de déclassement, de précarisation, ainsi que le rejet d'Emmanuel Macron et sa manière de",Chloé Morin
54,« pari »,"sur un jour - le samedi - qui ne nécessite pas de poser un jour de RTT pour défiler. Un « pari », souffle un syndicaliste. Un leader syndical se montre toutefois moins affirmatif : si les opposants perdent face au gouvernement, rien","Le référence de la citation est ""syndicaliste""."
54,"« Le mouvement peut continuer, mais à quelles conditions ? Les syndicats pourront-ils garder la main? »","ne changera pas d'aspect, en se focalisant sur d'autres questions comme le pouvoir d'achat. Et Guy Groux de s'interroger : « Le mouvement peut continuer, mais à quelles conditions ? Les syndicats pourront-ils garder la main? »",Guy Groux
55,« 64 ans est un cap responsable et raisonnable »,"LE FIGARO. - En 2019, vous aviez écrit que « 64 ans est un cap responsable et raisonnable ». Pourquoi avoir changé d'avis? Aurélien PRADIÉ. - Je n'ai jamais contesté la mesure d'âge. Je n'ai jamais contesté la nécessité",Aurélien Pradié
55,« droite populaire et quête de popularité »,"la fronde sur le passe vaccinal. Il a posé les bonnes questions avant les autres. Il ne faut pas confondre « droite populaire et quête de popularité » , tance le sénateur Stéphane Le Rudulier. Bruno Retailleau n'a pas apprécié vos leçons sur le courage politique. Jouez-vous collectif",Stéphane Le Rudulier
56,"« Laurent, il faut que tu démarres »","« Laurent, il faut que tu démarres », lui a vivement conseillé, dès Noël, Rachida Dati. Il y a des silences qui interrogent. Il y a des absences",Rachida Dati
56,"« Parmi les députés hostiles à la réforme, je vois que certains sont des soutiens de Laurent Wauquiez »","à droite alors que la réforme des retraites, souhaitée par Les Républicains, divise sa famille politique et les Français . « Parmi les députés hostiles à la réforme, je vois que certains sont des soutiens de Laurent Wauquiez » , sourit Aurélien Pradié. L'ancien patron de LR, lui aussi, l'a bien remarqué : même ses très proches, souvent représentants",Laurent Wauquiez
56,"« Je suis contre un âge légal de départ à la retraite, car cela veut dire que celui qui a commencé de travailler à 16 ans devra travailler plus que celui qui a commencé à 20 ans »","(Haute-Loire... et dont le suppléant n'est autre que Laurent Wauquiez) ou de Fabien Di Filippo (Moselle), soutien du premier cercle. « Je suis contre un âge légal de départ à la retraite, car cela veut dire que celui qui a commencé de travailler à 16 ans devra travailler plus que celui qui a commencé à 20 ans », expliquait fin janvier Isabelle Valentin dans Le Progrès en dénonçant un projet de loi purement comptable à ses yeux. «",Isabelle Valentin
56,"« C'est quand même fondamentalement injuste. Avec ce système, on va pénaliser les personnes qui ont travaillé toute leur vie dans le but de faire des économies. »","», expliquait fin janvier Isabelle Valentin dans Le Progrès en dénonçant un projet de loi purement comptable à ses yeux. « C'est quand même fondamentalement injuste. Avec ce système, on va pénaliser les personnes qui ont travaillé toute leur vie dans le but de faire des économies. » Même tonalité pour l'autre député de Haute-Loire Jean- Pierre Vigier : « La réforme des retraites, pour moi, c'est clair",Isabelle Valentin
56,"« La réforme des retraites, pour moi, c'est clair net et précis, en l'état, c'est non ! »","vie dans le but de faire des économies. » Même tonalité pour l'autre député de Haute-Loire Jean- Pierre Vigier : « La réforme des retraites, pour moi, c'est clair net et précis, en l'état, c'est non ! » Dans leur refus de voter cette réforme, tous les élus wauquiezistes se justifient en dénonçant un projet de loi bien",Jean-Pierre Vigier
56,« remettre la valeur travail au coeur de la société »,"dénonçant un projet de loi bien insuffisant, selon eux, pour répondre aux attentes des Français et à la nécessité de « remettre la valeur travail au coeur de la société ». « Je suis pour une réforme des retraites mais pas celle-ci qui est une ânerie. Je voterai contre sans hésitation",Les Républicains
56,« Je suis pour une réforme des retraites mais pas celle-ci qui est une ânerie. Je voterai contre sans hésitation »,"aux attentes des Français et à la nécessité de « remettre la valeur travail au coeur de la société ». « Je suis pour une réforme des retraites mais pas celle-ci qui est une ânerie. Je voterai contre sans hésitation » , développe Jean-Pierre Taite (Loire) qui plaide pour « tout remettre à plat », et notamment la question du temps",Jean-Pierre Taite
56,« tout remettre à plat »,"pas celle-ci qui est une ânerie. Je voterai contre sans hésitation » , développe Jean-Pierre Taite (Loire) qui plaide pour « tout remettre à plat », et notamment la question du temps de travail . « La France qui travaille n'accepte pas cette réforme des retraites,",Jean-Pierre Taite
56,"« La France qui travaille n'accepte pas cette réforme des retraites, appuie Fabien Di Filippo, clairement opposé au projet de loi du gouvernement . Elle nous dit : « Pourquoi le gouvernement demande toujours des efforts aux mêmes et fait des chèques toujours aux mêmes ? »","Taite (Loire) qui plaide pour « tout remettre à plat », et notamment la question du temps de travail . « La France qui travaille n'accepte pas cette réforme des retraites, appuie Fabien Di Filippo, clairement opposé au projet de loi du gouvernement . Elle nous dit : « Pourquoi le gouvernement demande toujours des efforts aux mêmes et fait des chèques toujours aux mêmes ? » Il faut d'abord en finir avec la logique de l'assistanat à tout-va. » Un argument que Laurent Wauquiez entend parfaitement,",Fabien Di Filippo
56,« le cancer de l'assistanat »,"la logique de l'assistanat à tout-va. » Un argument que Laurent Wauquiez entend parfaitement, lui qui alertait dès 2011 sur « le cancer de l'assistanat ». « Passer entre les gouttes d'une réforme impopulaire » Pour autant, même s'il la juge imparfaite, Laurent Wauquiez estime qu'il",Laurent Wauquiez
56,« Passer entre les gouttes d'une réforme impopulaire »,"» Un argument que Laurent Wauquiez entend parfaitement, lui qui alertait dès 2011 sur « le cancer de l'assistanat ». « Passer entre les gouttes d'une réforme impopulaire » Pour autant, même s'il la juge imparfaite, Laurent Wauquiez estime qu'il faut voter cette réforme. Le 20 janvier, lors de",Laurent Wauquiez
56,« Cette réforme n'est pas celle que j'aurais faite et elle a des lacunes »,"ne veut plus tomber dans le commentaire de la vie politique a eu quelques mots sur la réforme des retraites. « Cette réforme n'est pas celle que j'aurais faite et elle a des lacunes » , avait-il énoncé. Mais « il y a un principe de responsabilité » et « ce principe de responsabilité consiste",François Hollande
56,« il y a un principe de responsabilité »,"retraites. « Cette réforme n'est pas celle que j'aurais faite et elle a des lacunes » , avait-il énoncé. Mais « il y a un principe de responsabilité » et « ce principe de responsabilité consiste à ne pas s'opposer à cette réforme » , avait-il poursuivi, conscient que",François Fillon
56,« ce principe de responsabilité consiste à ne pas s'opposer à cette réforme »,"et elle a des lacunes » , avait-il énoncé. Mais « il y a un principe de responsabilité » et « ce principe de responsabilité consiste à ne pas s'opposer à cette réforme » , avait-il poursuivi, conscient que tous les pays européens ont fixé un âge de départ légal à la retraite entre",Emmanuel Macron
56,"« Laurent Wauquiez a disparu, ça commence à agacer »","64 et 67 ans. Depuis, Wauquiez considère qu'il a été suffisamment clair et qu'il n'a pas besoin de le répéter. « Laurent Wauquiez a disparu, ça commence à agacer » , pestent pourtant les parlementaires LR. « Personne ne comprend » ,juge un ténor du parti, « il est en",Laurent Wauquiez
56,« Personne ne comprend »,"besoin de le répéter. « Laurent Wauquiez a disparu, ça commence à agacer » , pestent pourtant les parlementaires LR. « Personne ne comprend » ,juge un ténor du parti, « il est en train de se fragiliser quand il parlera, on lui dira :",Laurent Wauquiez
56,"« il est en train de se fragiliser quand il parlera, on lui dira : mais tu étais où quand on devait affronter la tempête ? »","commence à agacer » , pestent pourtant les parlementaires LR. « Personne ne comprend » ,juge un ténor du parti, « il est en train de se fragiliser quand il parlera, on lui dira : mais tu étais où quand on devait affronter la tempête ? » « Le problème pour la droite aujourd'hui ce n'est pas le silence de Wauquiez » ,considère son entourage. « Le",Wauquiez
56,« Le problème pour la droite aujourd'hui ce n'est pas le silence de Wauquiez »,"fragiliser quand il parlera, on lui dira : mais tu étais où quand on devait affronter la tempête ? » « Le problème pour la droite aujourd'hui ce n'est pas le silence de Wauquiez » ,considère son entourage. « Le problème de la droite c'est qu'elle n'est pas certaine de tenir les engagements pris par",Wauquiez
56,"« Le problème de la droite c'est qu'elle n'est pas certaine de tenir les engagements pris par ses dirigeants. La solution, c'est donc de convaincre les députés, et Laurent y prend toute sa part. C'est bien plus utile que de nourrir le cirque médiatique »","? » « Le problème pour la droite aujourd'hui ce n'est pas le silence de Wauquiez » ,considère son entourage. « Le problème de la droite c'est qu'elle n'est pas certaine de tenir les engagements pris par ses dirigeants. La solution, c'est donc de convaincre les députés, et Laurent y prend toute sa part. C'est bien plus utile que de nourrir le cirque médiatique » ,fait valoir ce proche. « Pourquoi Laurent Wauquiez ne le dit-il pas alors ? » , interrogent les élus, en",Laurent Wauquiez
56,« Pourquoi Laurent Wauquiez ne le dit-il pas alors ? »,"y prend toute sa part. C'est bien plus utile que de nourrir le cirque médiatique » ,fait valoir ce proche. « Pourquoi Laurent Wauquiez ne le dit-il pas alors ? » , interrogent les élus, en reprochant à l'ex-ministre de se contenter du « service minimum ». « Wauquiez veille à",Laurent Wauquiez
56,« service minimum »,"Wauquiez ne le dit-il pas alors ? » , interrogent les élus, en reprochant à l'ex-ministre de se contenter du « service minimum ». « Wauquiez veille à passer entre les gouttes d'une réforme impopulaire » , s'offusque un ténor LR. D'autres sont même",Wauquiez
56,« Wauquiez veille à passer entre les gouttes d'une réforme impopulaire »,"pas alors ? » , interrogent les élus, en reprochant à l'ex-ministre de se contenter du « service minimum ». « Wauquiez veille à passer entre les gouttes d'une réforme impopulaire » , s'offusque un ténor LR. D'autres sont même convaincus que le président de région jouerait un double jeu en donnant",Wauquiez
56,« des consignes »,", s'offusque un ténor LR. D'autres sont même convaincus que le président de région jouerait un double jeu en donnant « des consignes » de vote à ses troupes. Mardi, lors du vote de l'article liminaire du projet de loi, sur 15 voix «",Les Républicains
56,« contre »,"» de vote à ses troupes. Mardi, lors du vote de l'article liminaire du projet de loi, sur 15 voix « contre » exprimées par les députés LR, 8 venaient de députés proches de Laurent Wauquiez. De quoi surprendre, même au sein de",Laurent Wauquiez
56,"« S'il suffisait d'appuyer sur un bouton, vous le sauriez »","députés LR, 8 venaient de députés proches de Laurent Wauquiez. De quoi surprendre, même au sein de la direction LR. « S'il suffisait d'appuyer sur un bouton, vous le sauriez », a répondu le président de région à Éric Ciotti, souvent étonné par les votes des wauquiezistes. « Laurent a trop",Laurent Wauquiez
56,« Laurent a trop de respect pour les élus pour donner des consignes de vote »,"vous le sauriez », a répondu le président de région à Éric Ciotti, souvent étonné par les votes des wauquiezistes. « Laurent a trop de respect pour les élus pour donner des consignes de vote » , assure Jean-Pierre Taite. « Il nous laisse la liberté de positionnement. » Pour autant, Laurent Wauquiez a passé de",Laurent Wauquiez
56,« Il nous laisse la liberté de positionnement. »,"« Laurent a trop de respect pour les élus pour donner des consignes de vote » , assure Jean-Pierre Taite. « Il nous laisse la liberté de positionnement. » Pour autant, Laurent Wauquiez a passé de nombreux coups de fil à ses amis pour leur rappeler la portée politique",Laurent Wauquiez
56,« classes moyennes et populaires qui paient le prix fort de (cette) réforme comptable »,"l'a votée. Jean-Yves Bonny (Cantal) aussi. Quant à Fabrice Brun (Ardèche), qui a dénoncé dans l'Hémicycle que ce sont les « classes moyennes et populaires qui paient le prix fort de (cette) réforme comptable » , il a voté pour la motion de rejet des Insoumis. « Sois plus présent dans les médias » En",Fabrice Brun
